curbcut	stopid
Yes	148
Yes	"17,194"
Yes	"5,308"
No	"17,216"
Yes	"17,137"
Yes	"17,162"
Yes	"5,328"
Yes	"17,164"
Yes	"5,277"
Yes	"17,165"
Yes	136
Yes	"5,601"
Yes	"13,110"
Yes	"23,587"
Yes	"20,791"
Yes	"20,833"
Yes	"20,835"
Yes	"20,838"
Yes	"21,200"
Yes	"20,825"
Yes	"20,827"
Yes	"20,683"
Yes	"20,693"
Yes	"20,695"
Yes	"20,741"
Yes	"20,744"
Yes	"20,755"
Yes	"20,760"
Yes	"20,766"
Yes	"20,768"
Yes	"20,775"
Yes	"20,779"
Yes	"20,670"
No	"18,966"
Yes	"21,213"
Yes	"20,981"
Yes	"20,983"
Yes	"20,992"
Yes	"21,016"
Yes	"20,410"
No	"20,697"
No	"20,698"
Yes	"20,701"
Yes	"20,707"
Yes	"20,716"
Yes	"20,718"
No	"20,403"
No	"23,582"
No	"23,589"
No	"23,641"
Yes	"23,903"
Yes	"23,596"
Yes	"23,603"
Yes	"23,604"
Yes	"23,605"
Yes	"22,845"
Yes	"22,808"
Yes	"23,620"
Yes	"23,541"
Yes	"23,627"
No	"23,633"
Yes	"23,638"
No	"23,651"
Yes	"23,654"
Yes	"23,655"
Yes	"21,667"
Yes	"23,045"
Yes	"23,111"
No	461
Yes	"20,461"
Yes	"20,466"
Yes	"20,467"
No	"20,479"
Yes	"20,487"
Yes	"20,497"
Yes	"11,552"
Yes	"5,239"
Yes	"5,622"
Yes	"20,450"
Yes	"5,641"
No	"20,927"
Yes	"20,939"
Yes	"20,946"
Yes	"20,897"
Yes	"20,907"
Yes	"20,916"
Yes	"20,865"
Yes	"20,871"
Yes	"20,881"
Yes	"20,886"
Yes	"20,887"
No	"20,890"
Yes	"20,601"
Yes	"4,367"
Yes	"9,352"
Yes	"20,850"
No	"21,619"
Yes	"23,050"
Yes	"18,321"
No	"22,509"
Yes	"21,191"
Yes	"9,356"
No	"9,355"
Yes	"21,360"
Yes	"21,367"
Yes	"22,120"
Yes	"22,121"
Yes	"22,127"
Yes	"21,376"
Yes	"21,382"
Yes	"21,383"
Yes	"21,395"
Yes	"21,405"
Yes	"21,406"
Yes	"21,409"
Yes	"21,410"
Yes	"21,411"
Yes	"21,416"
Yes	"21,422"
Yes	"21,432"
Yes	"21,464"
Yes	351
Yes	364
Yes	"21,466"
Yes	"21,475"
No	"14,068"
Yes	"20,554"
Yes	"20,555"
Yes	"20,557"
Yes	"20,568"
Yes	"20,573"
Yes	"20,581"
Yes	"20,583"
Yes	"22,099"
Yes	"22,100"
Yes	"22,103"
Yes	"22,109"
Yes	"22,116"
Yes	275
No	"21,283"
Yes	"21,293"
Yes	"21,304"
Yes	"21,308"
Yes	"14,959"
Yes	"21,330"
Yes	"21,335"
Yes	"19,074"
Yes	"20,528"
Yes	"20,536"
Yes	"22,441"
No	"14,063"
No	"14,065"
Yes	"14,067"
Yes	"21,267"
No	"10,188"
Yes	"3,839"
Yes	"3,834"
Yes	"6,250"
Yes	"21,939"
Yes	"21,770"
Yes	"21,983"
Yes	"21,985"
Yes	"21,987"
Yes	"21,988"
Yes	"21,990"
Yes	"21,997"
Yes	"21,801"
Yes	"21,821"
Yes	"21,824"
Yes	"21,834"
Yes	"21,839"
Yes	"21,858"
Yes	"21,506"
Yes	"21,889"
Yes	"21,898"
Yes	"21,900"
Yes	"21,912"
Yes	"21,921"
Yes	"21,927"
Yes	"22,053"
Yes	"22,062"
Yes	"22,078"
Yes	"22,079"
Yes	"22,219"
Yes	"21,577"
Yes	"21,580"
Yes	"21,587"
Yes	"21,609"
Yes	"21,610"
Yes	"22,257"
Yes	"22,258"
Yes	"22,261"
Yes	"22,267"
Yes	"22,268"
Yes	"22,273"
No	"22,285"
Yes	"22,287"
Yes	"21,560"
Yes	"21,564"
No	"21,566"
Yes	"22,294"
No	"22,313"
Yes	"22,319"
Yes	"22,326"
Yes	"22,331"
Yes	"22,332"
Yes	"22,346"
Yes	"22,347"
Yes	"22,354"
Yes	"21,491"
No	"21,503"
Yes	"21,507"
Yes	"21,509"
Yes	"22,133"
Yes	"22,138"
Yes	"22,153"
Yes	"22,154"
Yes	"22,155"
Yes	"22,158"
Yes	"22,165"
Yes	"22,185"
Yes	"22,214"
No	"21,724"
Yes	"21,725"
No	"21,636"
Yes	"21,649"
Yes	"21,650"
Yes	"21,665"
Yes	"21,674"
Yes	"21,675"
Yes	"21,704"
Yes	"21,711"
Yes	"21,735"
Yes	"21,747"
Yes	"21,768"
Yes	"21,784"
Yes	"22,621"
Yes	"22,631"
Yes	"22,632"
Yes	"22,633"
Yes	"22,639"
No	"22,650"
Yes	"22,658"
Yes	"22,665"
Yes	"22,668"
Yes	"22,669"
Yes	"22,675"
Yes	"22,677"
No	"22,724"
No	"22,649"
Yes	"22,725"
Yes	"22,436"
Yes	"22,440"
Yes	"22,443"
Yes	"22,449"
Yes	"22,461"
Yes	"22,464"
Yes	"22,477"
Yes	"22,480"
Yes	"22,531"
Yes	"22,535"
Yes	"22,536"
Yes	"22,538"
No	"22,549"
Yes	"22,558"
No	"22,571"
Yes	"21,943"
Yes	"22,596"
Yes	"23,753"
Yes	"23,755"
Yes	"23,758"
Yes	"23,764"
Yes	"23,765"
Yes	"23,766"
Yes	"23,768"
Yes	"23,774"
Yes	"23,781"
No	"23,782"
Yes	"23,788"
No	"23,789"
Yes	"22,742"
Yes	"22,758"
Yes	"22,765"
Yes	"22,772"
Yes	"22,707"
Yes	"22,710"
Yes	"22,785"
No	"22,789"
Yes	"22,699"
No	"22,803"
No	"22,822"
Yes	"22,833"
Yes	"22,852"
Yes	"22,854"
Yes	"22,858"
Yes	"23,383"
Yes	"23,387"
Yes	"23,388"
Yes	"22,915"
Yes	"23,815"
Yes	"23,824"
Yes	"23,828"
Yes	"23,832"
Yes	"22,867"
Yes	"22,872"
Yes	"22,879"
Yes	"22,880"
No	"22,888"
No	"22,889"
No	"22,891"
Yes	"22,893"
Yes	"22,919"
Yes	"22,921"
Yes	"22,922"
Yes	"22,923"
Yes	"22,929"
Yes	"22,931"
Yes	"22,939"
Yes	"22,947"
Yes	"22,949"
No	"22,953"
No	"22,971"
No	"22,972"
Yes	"22,975"
Yes	"22,976"
Yes	"23,929"
Yes	"23,964"
No	"23,276"
Yes	"23,316"
Yes	"23,977"
Yes	"23,930"
Yes	"23,997"
Yes	"24,025"
Yes	"24,028"
Yes	"24,031"
Yes	"24,043"
No	"23,340"
Yes	"23,342"
No	"23,370"
Yes	"1,400"
Yes	"23,017"
Yes	"23,046"
No	"23,132"
Yes	"23,142"
Yes	"23,143"
Yes	"23,147"
No	"23,176"
No	"23,183"
Yes	"23,298"
Yes	"24,005"
Yes	"23,407"
Yes	"23,413"
Yes	"23,995"
Yes	"23,851"
Yes	"22,687"
Yes	"23,350"
Yes	"23,858"
Yes	"23,864"
Yes	"23,869"
Yes	"23,884"
Yes	"23,888"
Yes	"23,889"
Yes	"23,293"
No	"23,196"
No	"23,231"
Yes	"23,243"
Yes	"23,250"
Yes	"23,253"
Yes	"23,256"
Yes	"23,268"
Yes	"23,302"
Yes	"23,312"
No	"23,362"
Yes	"22,664"
Yes	"23,424"
Yes	"23,441"
Yes	"23,444"
Yes	"23,466"
Yes	"23,469"
Yes	"23,470"
Yes	"23,478"
Yes	"23,481"
Yes	"22,703"
Yes	"22,705"
Yes	"23,504"
Yes	"23,511"
Yes	"23,515"
Yes	"23,521"
Yes	"23,522"
Yes	"23,523"
Yes	"23,532"
Yes	"23,551"
Yes	"23,553"
Yes	"23,567"
Yes	"23,579"
No	"23,062"
Yes	"23,690"
Yes	"23,691"
Yes	"22,697"
No	"22,701"
No	"22,716"
Yes	"22,385"
Yes	"23,702"
Yes	"23,704"
No	"23,709"
Yes	"23,727"
Yes	"19,390"
Yes	"19,391"
No	"19,405"
Yes	"19,412"
No	"2,017"
Yes	"18,304"
No	"2,347"
Yes	"18,642"
No	"19,834"
No	"19,835"
Yes	"2,105"
Yes	"20,157"
Yes	"2,108"
No	"20,172"
Yes	"20,186"
Yes	"20,402"
Yes	"15,322"
Yes	"1,939"
Yes	"19,355"
Yes	"17,212"
Yes	"17,228"
Yes	"17,407"
Yes	"17,774"
Yes	"15,273"
Yes	"6,675"
No	"19,085"
No	"19,086"
Yes	"20,123"
Yes	"20,138"
Yes	"20,140"
Yes	"2,107"
No	"18,327"
Yes	"15,329"
No	"18,636"
Yes	"15,333"
No	"15,366"
No	"1,953"
Yes	"20,201"
Yes	"20,202"
Yes	"20,212"
Yes	"10,485"
Yes	"22,337"
Yes	"22,489"
Yes	"22,490"
Yes	"22,491"
Yes	"22,520"
No	"23,066"
Yes	"23,100"
Yes	"23,103"
No	"6,712"
Yes	"1,874"
Yes	"18,348"
No	"15,287"
Yes	"1,649"
No	"20,849"
Yes	"20,274"
Yes	"23,112"
Yes	"23,113"
Yes	"16,109"
Yes	"16,118"
Yes	"16,123"
Yes	"16,500"
No	411
No	"17,071"
Yes	"1,465"
No	"1,493"
Yes	"21,030"
Yes	"21,048"
Yes	"21,053"
Yes	"21,060"
Yes	"21,069"
Yes	"21,071"
Yes	"21,095"
Yes	"21,075"
Yes	"21,100"
Yes	"21,107"
Yes	"21,110"
Yes	"18,728"
Yes	"18,730"
Yes	"18,743"
No	"18,757"
No	"18,760"
No	"18,762"
Yes	"17,062"
No	"20,328"
No	"1,456"
No	"1,489"
Yes	"21,113"
Yes	"10,279"
No	"8,347"
Yes	"18,769"
Yes	51
Yes	"1,396"
No	"2,321"
Yes	"18,464"
Yes	"19,067"
No	"21,141"
Yes	266
Yes	"1,687"
No	"1,405"
No	"1,411"
No	"1,414"
Yes	"1,274"
Yes	"2,440"
No	"1,281"
Yes	"1,183"
Yes	"16,836"
Yes	"18,481"
Yes	"18,485"
Yes	"18,488"
Yes	"19,032"
Yes	"19,003"
No	"1,517"
No	"1,519"
Yes	"1,522"
Yes	"7,523"
Yes	"1,593"
Yes	"1,607"
Yes	"1,618"
No	"1,627"
Yes	"1,628"
No	"1,431"
Yes	"15,918"
Yes	"16,982"
No	"16,984"
Yes	"16,857"
Yes	"16,881"
Yes	"16,886"
Yes	"16,890"
No	"17,046"
Yes	306
No	"2,300"
No	"2,306"
No	"2,308"
No	"2,312"
No	"2,318"
No	810
Yes	"20,399"
Yes	649
Yes	"18,661"
Yes	"18,810"
Yes	"18,818"
Yes	"18,821"
Yes	"18,823"
Yes	"18,827"
No	"1,442"
No	"1,444"
Yes	98
Yes	"1,182"
Yes	96
No	"1,303"
Yes	"1,321"
No	"1,329"
No	"1,330"
No	"1,333"
Yes	"17,482"
Yes	"17,491"
Yes	"17,499"
No	"17,500"
Yes	"17,540"
Yes	"17,559"
Yes	"17,587"
Yes	389
Yes	392
Yes	"15,441"
Yes	"15,444"
No	"15,977"
Yes	"17,435"
Yes	"19,051"
Yes	"15,427"
Yes	"17,529"
Yes	"18,793"
Yes	"18,795"
Yes	"2,043"
Yes	"20,359"
Yes	"20,360"
Yes	"19,720"
Yes	"19,721"
Yes	"15,646"
Yes	"15,647"
Yes	"15,649"
Yes	"15,651"
Yes	950
Yes	"15,701"
Yes	"15,702"
Yes	"15,877"
Yes	"15,880"
No	866
Yes	"2,460"
No	"1,794"
Yes	"21,173"
No	"21,179"
No	"21,181"
No	"21,187"
No	"16,985"
Yes	"16,986"
No	"18,158"
Yes	"16,992"
Yes	"17,003"
Yes	"17,018"
Yes	"17,067"
No	"15,289"
No	"16,896"
Yes	"15,426"
Yes	"18,635"
Yes	"19,428"
No	"18,889"
Yes	274
Yes	"16,427"
Yes	"16,434"
Yes	"16,959"
Yes	"15,914"
Yes	"17,315"
Yes	"17,318"
Yes	"17,319"
No	"17,322"
Yes	"17,335"
No	720
No	"15,295"
No	"19,691"
No	"19,687"
Yes	"2,024"
Yes	"1,919"
No	"1,923"
No	"1,931"
No	151
No	"17,355"
No	"16,900"
Yes	"1,748"
Yes	"1,769"
No	"15,270"
Yes	"17,236"
Yes	"17,237"
Yes	"17,247"
Yes	"19,320"
Yes	"18,878"
Yes	"2,007"
No	"2,174"
No	"18,599"
Yes	"18,619"
Yes	"19,337"
Yes	"19,341"
Yes	"19,363"
Yes	"2,011"
No	"19,372"
No	"1,377"
Yes	"18,289"
No	"1,352"
Yes	"18,309"
Yes	"18,310"
No	"18,313"
No	"18,322"
Yes	"19,621"
Yes	"19,622"
Yes	"19,623"
Yes	"19,632"
Yes	"19,639"
Yes	"19,643"
Yes	"19,663"
Yes	"19,664"
Yes	"19,665"
Yes	"2,250"
Yes	"10,341"
Yes	207
Yes	208
Yes	"18,220"
Yes	"18,223"
Yes	"18,228"
Yes	"18,243"
Yes	"19,578"
Yes	"16,211"
Yes	"16,213"
Yes	"16,216"
Yes	"8,387"
Yes	"14,911"
Yes	"15,191"
Yes	"15,195"
Yes	"16,925"
Yes	"18,249"
Yes	"18,277"
Yes	"18,279"
Yes	"18,280"
No	"19,675"
No	"19,937"
No	"19,938"
Yes	"19,947"
Yes	"19,968"
Yes	"2,038"
No	"19,976"
Yes	"19,986"
Yes	"14,840"
Yes	"15,846"
Yes	"15,855"
Yes	"15,886"
Yes	"15,891"
Yes	974
Yes	"15,741"
Yes	"15,790"
Yes	"15,801"
Yes	"15,975"
Yes	"15,983"
Yes	"20,628"
Yes	"20,643"
Yes	"20,646"
Yes	"15,097"
Yes	"2,050"
Yes	"13,435"
Yes	"13,406"
Yes	"15,102"
No	"10,610"
No	"15,068"
Yes	"21,228"
Yes	"19,700"
Yes	"15,996"
Yes	"14,947"
Yes	"16,012"
Yes	"16,014"
Yes	"16,017"
Yes	"16,019"
Yes	"2,722"
Yes	"2,729"
Yes	"2,672"
Yes	"3,079"
Yes	"2,721"
Yes	"15,594"
Yes	"15,595"
Yes	"15,596"
Yes	"15,612"
No	"17,112"
Yes	"16,135"
Yes	"16,162"
Yes	"17,269"
Yes	"17,291"
Yes	"17,372"
No	"4,659"
No	"16,396"
Yes	"18,211"
Yes	"16,451"
Yes	"18,568"
Yes	"3,110"
Yes	499
Yes	"15,737"
Yes	"15,746"
Yes	"15,760"
Yes	"15,774"
Yes	"15,787"
Yes	"15,788"
Yes	"21,211"
No	"15,639"
Yes	"18,583"
No	"16,698"
Yes	"16,700"
Yes	"2,726"
Yes	"3,076"
Yes	"20,357"
No	335
Yes	"18,574"
Yes	"2,888"
Yes	"14,884"
Yes	481
Yes	"2,708"
Yes	"2,700"
Yes	"15,402"
Yes	40
Yes	"21,341"
Yes	"3,037"
Yes	"3,048"
Yes	"14,951"
Yes	"21,972"
Yes	65
Yes	340
Yes	"10,263"
Yes	"10,340"
Yes	"15,671"
Yes	"15,586"
Yes	"15,587"
Yes	"15,786"
Yes	"15,793"
Yes	"15,725"
Yes	"15,729"
Yes	"15,926"
No	"15,663"
Yes	"22,374"
Yes	"22,375"
Yes	"20,971"
Yes	"19,213"
No	"14,842"
No	"19,995"
Yes	"15,115"
Yes	"15,110"
Yes	"13,442"
Yes	"3,492"
Yes	"4,471"
Yes	"14,933"
Yes	"4,461"
Yes	"3,201"
Yes	"3,195"
Yes	"3,198"
No	"12,396"
Yes	"14,991"
Yes	"12,397"
Yes	"10,207"
Yes	"10,211"
Yes	"5,290"
No	"20,012"
No	"20,015"
No	"20,017"
Yes	"19,527"
Yes	"19,529"
Yes	"19,194"
Yes	915
Yes	"17,833"
Yes	"16,046"
Yes	"18,028"
Yes	301
Yes	"20,943"
Yes	"16,368"
No	528
Yes	529
Yes	535
Yes	"19,110"
No	"19,112"
Yes	"19,113"
Yes	"19,117"
Yes	"2,042"
No	"19,233"
Yes	"19,239"
Yes	"19,241"
Yes	"19,252"
Yes	"18,032"
Yes	"16,082"
Yes	"17,834"
Yes	"17,857"
Yes	"17,884"
Yes	"17,894"
Yes	"17,897"
Yes	"17,907"
Yes	"18,069"
No	666
Yes	"16,226"
Yes	53
Yes	"19,256"
Yes	"19,258"
Yes	"14,866"
Yes	"19,263"
Yes	"19,272"
Yes	"1,149"
No	"12,964"
No	"12,322"
No	"16,179"
Yes	"19,150"
Yes	"19,162"
Yes	"16,322"
Yes	"16,325"
Yes	"16,332"
Yes	"16,333"
Yes	"16,341"
Yes	"16,350"
Yes	"16,358"
Yes	"21,230"
Yes	559
Yes	"10,283"
Yes	"20,613"
Yes	"17,104"
Yes	"20,615"
Yes	"20,617"
Yes	"20,620"
No	"18,935"
No	"19,178"
No	"19,181"
Yes	"17,672"
Yes	"17,674"
Yes	"17,675"
No	867
Yes	"18,517"
Yes	"18,521"
Yes	"18,530"
Yes	"18,531"
Yes	"18,533"
Yes	"18,544"
Yes	"18,546"
Yes	"18,563"
Yes	"16,270"
Yes	725
Yes	"16,273"
Yes	862
Yes	"17,667"
Yes	"17,669"
Yes	"17,956"
Yes	"18,060"
Yes	"16,297"
Yes	"16,300"
Yes	729
Yes	"16,310"
Yes	733
Yes	"18,499"
Yes	703
Yes	"6,842"
Yes	"17,401"
Yes	"17,554"
Yes	"17,575"
No	858
No	859
Yes	"17,618"
Yes	"17,620"
Yes	"17,626"
Yes	"17,629"
Yes	"17,633"
Yes	"17,662"
Yes	710
Yes	"20,861"
Yes	"16,246"
Yes	"16,252"
Yes	"16,253"
Yes	"16,254"
Yes	"16,266"
Yes	"16,943"
Yes	"18,114"
Yes	"18,128"
Yes	"18,129"
Yes	"18,133"
Yes	"18,138"
	852
Yes	"16,193"
Yes	"16,534"
Yes	"16,535"
Yes	"16,542"
Yes	"16,548"
Yes	"16,550"
Yes	"3,158"
Yes	"2,755"
Yes	"16,955"
Yes	"21,220"
Yes	"17,383"
Yes	"17,395"
No	618
No	"19,676"
No	"19,546"
No	"19,554"
Yes	"19,564"
Yes	"19,568"
Yes	"19,572"
Yes	"14,921"
Yes	"2,761"
Yes	"3,109"
No	"1,358"
No	286
No	619
Yes	"18,666"
Yes	"18,670"
Yes	776
Yes	777
Yes	"19,504"
No	"19,506"
Yes	"19,507"
No	"14,977"
No	"10,909"
No	"7,360"
No	"1,737"
Yes	"20,412"
Yes	691
No	569
No	702
No	704
Yes	"19,183"
No	"19,184"
No	"19,188"
No	"19,193"
No	"19,215"
Yes	"19,221"
Yes	"19,226"
Yes	"17,400"
Yes	"17,298"
Yes	"17,299"
Yes	"17,306"
Yes	"17,312"
No	466
Yes	679
No	472
No	714
Yes	"18,206"
Yes	"17,611"
Yes	"17,820"
Yes	"17,849"
Yes	"17,917"
Yes	"17,918"
Yes	"17,920"
No	745
No	"1,677"
No	"2,091"
Yes	"16,597"
Yes	"16,616"
Yes	"16,635"
Yes	"19,820"
Yes	"19,832"
Yes	"19,736"
No	504
Yes	"18,198"
Yes	"19,864"
No	531
Yes	"16,768"
Yes	"16,770"
Yes	"16,794"
Yes	"2,150"
Yes	"19,762"
No	"19,769"
Yes	"19,796"
Yes	"2,132"
Yes	"19,800"
Yes	"16,803"
Yes	"16,805"
No	817
Yes	"17,447"
Yes	"17,450"
Yes	"16,642"
Yes	"16,649"
No	"16,668"
Yes	"16,675"
Yes	"19,809"
Yes	"19,810"
Yes	"1,650"
No	"16,678"
No	"16,685"
Yes	"16,686"
Yes	"16,690"
No	"19,750"
No	"18,693"
No	"18,697"
Yes	"13,905"
Yes	"1,144"
Yes	"19,593"
Yes	"15,002"
Yes	"19,604"
Yes	"19,608"
Yes	"17,467"
Yes	"17,470"
Yes	"17,473"
Yes	"17,475"
Yes	"17,479"
Yes	"17,480"
Yes	"17,481"
Yes	"17,534"
Yes	577
No	578
Yes	"19,897"
Yes	"19,908"
No	63
Yes	"17,547"
Yes	"17,946"
Yes	"2,065"
Yes	"20,052"
Yes	"20,056"
Yes	"20,057"
Yes	"20,061"
Yes	"20,063"
Yes	"20,064"
Yes	"16,401"
No	"16,490"
Yes	"16,491"
Yes	"18,594"
No	798
No	555
No	"2,054"
No	116
Yes	573
Yes	"20,032"
Yes	"20,037"
Yes	"20,049"
No	"13,803"
Yes	"15,484"
Yes	"15,488"
Yes	370
Yes	"15,526"
Yes	"15,579"
Yes	"15,842"
No	"15,080"
Yes	341
Yes	350
No	363
No	"14,784"
No	"1,022"
No	369
Yes	"15,453"
Yes	"15,325"
No	"1,043"
No	"15,328"
Yes	"12,048"
Yes	"4,726"
Yes	"18,637"
Yes	"18,842"
Yes	"1,976"
Yes	887
No	888
Yes	890
Yes	892
No	893
Yes	"11,121"
Yes	78
Yes	"11,104"
Yes	"5,748"
Yes	"11,132"
Yes	"16,143"
Yes	"16,163"
No	"1,934"
No	"1,896"
No	"1,899"
No	"1,909"
No	"1,910"
No	"18,383"
Yes	"18,386"
No	"18,387"
Yes	"16,203"
Yes	"16,207"
Yes	"17,865"
Yes	"17,867"
Yes	"17,951"
Yes	"4,357"
Yes	"4,354"
Yes	"18,394"
Yes	"18,395"
Yes	910
Yes	"18,412"
Yes	"18,417"
Yes	"14,903"
Yes	"4,355"
Yes	"17,887"
Yes	919
Yes	"18,013"
Yes	"18,014"
Yes	"17,100"
Yes	"18,160"
Yes	"1,343"
Yes	"18,212"
Yes	"18,860"
Yes	"18,864"
Yes	"18,871"
Yes	"15,502"
No	"15,529"
Yes	"15,556"
Yes	"15,558"
Yes	"15,599"
No	236
Yes	"15,614"
No	"15,618"
Yes	"18,898"
Yes	"18,901"
Yes	"18,906"
Yes	"19,978"
No	"1,937"
Yes	321
Yes	"20,793"
No	376
No	750
Yes	"14,781"
Yes	310
No	24
No	288
Yes	289
Yes	"15,283"
No	"20,381"
No	"20,390"
Yes	"20,395"
Yes	"19,480"
Yes	"19,484"
No	450
No	438
Yes	"15,472"
No	"15,538"
Yes	"15,542"
Yes	"15,560"
Yes	"15,562"
Yes	"2,662"
Yes	"3,075"
Yes	"3,072"
Yes	"3,063"
Yes	"3,035"
Yes	"2,659"
Yes	46
No	"1,265"
No	"1,268"
No	"1,271"
Yes	"17,132"
Yes	"12,312"
Yes	"16,070"
No	"19,280"
Yes	"15,013"
No	903
Yes	"15,018"
Yes	"15,020"
Yes	"15,032"
Yes	"1,069"
Yes	"1,072"
No	"1,254"
No	"1,255"
Yes	"16,180"
Yes	"16,182"
Yes	"16,171"
Yes	"17,345"
Yes	"14,906"
Yes	"15,041"
No	"15,046"
Yes	"11,133"
Yes	"11,113"
No	"1,075"
Yes	"17,513"
No	"1,062"
Yes	"6,478"
Yes	"17,781"
Yes	"14,080"
Yes	"14,088"
Yes	"17,728"
Yes	"17,734"
Yes	"17,790"
Yes	"17,791"
Yes	"1,063"
Yes	"17,732"
No	"17,733"
Yes	"17,736"
Yes	"17,737"
No	387
Yes	"17,800"
Yes	"17,802"
Yes	"17,806"
Yes	"17,811"
Yes	"1,229"
No	"1,230"
No	"1,231"
No	"1,238"
Yes	"17,615"
Yes	"17,634"
No	"17,706"
Yes	"17,712"
Yes	"1,112"
Yes	"1,122"
Yes	"1,123"
No	"1,124"
Yes	"1,125"
Yes	"1,080"
Yes	"1,085"
Yes	"18,191"
Yes	"17,099"
Yes	"1,093"
Yes	"1,051"
Yes	"17,146"
Yes	"17,446"
Yes	"8,164"
Yes	"8,168"
Yes	"1,053"
No	995
Yes	"1,010"
No	"1,019"
No	962
No	994
Yes	937
Yes	"17,198"
Yes	"5,296"
Yes	149
Yes	"5,252"
Yes	"17,166"
No	"9,374"
Yes	"12,218"
Yes	"13,112"
No	"21,262"
Yes	"9,363"
Yes	"20,785"
Yes	"20,786"
Yes	"20,788"
Yes	"21,962"
Yes	"20,816"
Yes	"20,823"
Yes	"20,824"
Yes	"20,931"
Yes	"20,679"
Yes	"20,684"
Yes	"20,685"
Yes	"20,686"
Yes	"20,689"
Yes	"20,690"
Yes	"20,752"
Yes	"20,757"
No	"20,847"
Yes	"20,777"
Yes	"20,778"
Yes	"20,781"
Yes	"20,665"
Yes	"9,948"
Yes	"9,934"
No	"6,233"
Yes	"13,528"
No	"6,236"
No	"2,354"
Yes	"20,974"
Yes	"20,979"
Yes	"21,014"
Yes	"20,705"
Yes	"20,712"
Yes	"20,725"
Yes	"20,738"
Yes	"20,405"
Yes	"23,581"
No	"23,643"
No	"23,080"
Yes	"23,597"
Yes	"23,618"
Yes	"23,542"
Yes	"23,544"
Yes	"23,623"
Yes	"23,628"
Yes	"22,410"
No	"23,652"
Yes	"23,658"
Yes	"21,673"
Yes	"21,677"
Yes	"20,463"
Yes	"20,476"
Yes	"20,488"
Yes	"5,642"
Yes	"5,626"
Yes	"20,449"
Yes	"20,453"
Yes	"20,460"
Yes	"20,937"
Yes	"20,945"
Yes	"20,949"
No	"20,898"
Yes	"20,909"
Yes	"20,904"
Yes	"20,906"
Yes	"20,917"
No	"20,920"
Yes	"20,912"
Yes	"20,894"
Yes	"20,895"
No	"14,791"
Yes	"20,599"
Yes	"13,816"
Yes	"21,624"
Yes	"9,357"
Yes	"9,344"
Yes	"19,149"
Yes	590
Yes	622
Yes	"21,368"
Yes	"22,129"
Yes	"21,372"
Yes	"21,394"
Yes	"21,420"
Yes	"21,421"
Yes	"21,424"
Yes	"21,452"
Yes	"21,468"
Yes	"21,471"
Yes	"21,473"
Yes	"21,476"
Yes	"21,481"
Yes	"20,556"
No	"20,566"
No	"20,574"
Yes	"20,607"
No	"20,606"
Yes	"22,081"
Yes	"22,090"
Yes	"22,104"
Yes	"22,105"
Yes	"22,113"
Yes	"22,115"
Yes	"21,277"
Yes	"21,307"
Yes	"21,315"
Yes	"21,320"
Yes	"14,929"
Yes	"21,323"
Yes	"19,073"
Yes	"19,076"
Yes	"19,080"
Yes	"19,081"
No	"20,539"
Yes	"20,542"
Yes	"20,525"
No	"14,069"
Yes	"21,190"
Yes	"3,872"
Yes	"21,194"
Yes	"21,968"
Yes	"21,957"
No	"1,159"
Yes	"21,946"
Yes	"21,948"
Yes	"21,949"
Yes	"21,769"
Yes	"21,773"
Yes	"21,779"
Yes	"21,780"
Yes	"21,998"
Yes	"22,008"
Yes	"22,013"
Yes	"22,014"
Yes	"22,016"
Yes	"22,017"
Yes	"22,022"
Yes	"22,028"
Yes	"22,030"
Yes	"22,038"
Yes	"21,802"
Yes	"21,813"
Yes	"21,836"
Yes	"21,846"
Yes	"21,847"
Yes	"21,645"
Yes	"21,882"
Yes	"21,857"
Yes	"21,859"
Yes	"21,860"
Yes	"21,861"
Yes	"21,864"
Yes	"21,866"
Yes	"21,873"
Yes	"21,875"
Yes	"21,526"
Yes	"21,528"
Yes	"21,894"
Yes	"21,903"
Yes	"21,906"
Yes	"21,919"
No	"21,923"
Yes	"21,928"
Yes	"21,929"
Yes	"21,935"
Yes	"21,936"
Yes	"22,057"
Yes	"22,065"
Yes	"22,072"
Yes	"22,126"
Yes	"22,226"
Yes	"22,228"
Yes	"21,607"
Yes	"21,608"
No	"22,251"
Yes	"22,270"
No	"22,289"
Yes	"21,561"
No	"21,563"
Yes	"21,759"
Yes	"22,300"
Yes	"22,304"
Yes	"22,322"
Yes	"22,325"
Yes	"22,351"
Yes	"21,520"
Yes	"22,358"
Yes	"22,359"
Yes	"22,364"
Yes	"22,144"
Yes	"22,146"
Yes	"22,147"
Yes	"22,162"
Yes	"22,167"
No	"22,176"
Yes	"21,547"
Yes	"22,193"
Yes	"21,687"
Yes	"21,691"
Yes	"21,722"
No	"21,723"
Yes	"21,541"
Yes	"21,614"
Yes	"21,627"
Yes	"21,633"
Yes	"21,697"
Yes	"21,700"
Yes	"21,702"
Yes	"21,712"
Yes	"21,715"
Yes	"21,717"
Yes	"21,718"
Yes	"21,732"
Yes	"21,736"
Yes	"21,786"
Yes	"22,606"
No	"22,645"
Yes	"22,655"
Yes	"22,676"
Yes	"22,678"
Yes	"22,713"
Yes	"22,432"
Yes	"22,456"
Yes	"22,466"
Yes	"22,473"
Yes	"22,521"
Yes	"22,534"
Yes	"22,541"
Yes	"22,546"
