curbcut	stopid
Yes	"19,243"
Yes	"19,250"
Yes	"16,074"
Yes	"16,084"
Yes	"17,813"
Yes	"17,815"
Yes	"17,816"
Yes	"17,821"
Yes	"17,822"
No	"1,134"
Yes	"17,830"
Yes	"17,853"
Yes	"17,900"
Yes	"16,385"
Yes	"16,388"
Yes	"16,392"
Yes	"16,393"
Yes	657
Yes	"16,222"
Yes	"16,223"
Yes	"16,225"
Yes	"16,232"
Yes	"19,262"
Yes	"19,268"
Yes	"19,271"
Yes	"20,610"
No	"12,976"
Yes	"19,164"
Yes	"19,170"
Yes	"16,320"
Yes	"16,326"
Yes	"16,335"
Yes	"16,342"
Yes	"16,343"
Yes	"16,351"
Yes	57
Yes	551
Yes	558
Yes	"20,614"
Yes	"20,619"
Yes	"17,671"
Yes	"17,676"
No	"17,678"
Yes	"17,709"
Yes	878
Yes	"18,525"
Yes	"18,527"
Yes	"18,542"
Yes	"18,549"
Yes	742
Yes	"16,269"
Yes	"12,304"
Yes	"17,666"
Yes	"17,937"
Yes	"17,940"
Yes	"17,949"
Yes	"18,053"
Yes	"18,058"
Yes	"18,061"
Yes	"18,077"
Yes	"18,078"
Yes	"16,293"
Yes	"16,312"
Yes	"16,314"
Yes	705
No	"8,523"
No	"19,038"
Yes	"12,253"
No	"20,420"
Yes	882
Yes	"17,535"
Yes	"17,604"
Yes	"17,619"
Yes	"18,596"
Yes	"17,658"
Yes	721
Yes	"16,240"
Yes	"16,241"
Yes	"16,258"
Yes	"16,261"
Yes	"16,262"
Yes	"16,264"
Yes	"16,265"
Yes	"16,948"
Yes	"16,953"
Yes	"18,088"
Yes	"18,093"
Yes	"18,101"
Yes	"18,103"
Yes	"18,136"
Yes	"18,137"
No	"17,360"
Yes	"17,378"
Yes	"16,187"
No	"16,553"
Yes	"3,146"
Yes	"3,108"
Yes	"3,142"
Yes	"12,320"
Yes	"2,773"
Yes	"2,780"
Yes	"16,719"
No	"16,937"
Yes	"15,422"
No	"17,199"
No	"1,136"
No	"19,557"
No	"19,560"
Yes	"10,264"
Yes	"2,802"
Yes	"2,812"
Yes	"14,920"
Yes	"2,834"
Yes	"14,752"
No	"1,357"
Yes	"18,674"
Yes	"18,676"
No	637
No	71
No	75
Yes	779
Yes	781
No	642
Yes	"19,497"
Yes	"7,361"
Yes	"19,216"
Yes	"19,217"
Yes	"19,219"
Yes	"19,223"
Yes	"17,386"
Yes	"17,398"
Yes	"17,304"
Yes	"17,308"
Yes	"17,309"
Yes	"18,203"
Yes	"17,610"
Yes	"17,612"
Yes	"17,924"
No	654
Yes	"1,669"
Yes	"16,595"
Yes	"16,615"
Yes	"16,621"
Yes	"16,626"
Yes	"16,636"
Yes	"19,826"
Yes	"19,851"
Yes	"19,861"
No	522
No	"14,783"
No	933
No	924
Yes	"17,923"
Yes	"17,926"
Yes	"17,928"
Yes	842
Yes	"16,809"
No	820
Yes	"17,445"
Yes	"17,457"
Yes	"16,651"
Yes	"16,660"
No	"16,664"
No	"16,665"
Yes	"16,671"
Yes	"19,807"
Yes	"19,818"
Yes	"2,157"
Yes	"19,734"
No	"19,741"
Yes	"16,676"
Yes	"16,681"
Yes	"16,683"
Yes	"19,743"
Yes	"19,757"
Yes	"18,679"
Yes	"18,691"
No	"18,692"
No	452
No	"1,543"
Yes	"17,420"
No	835
Yes	"19,584"
Yes	"16,999"
Yes	"19,599"
Yes	"17,469"
Yes	"17,474"
Yes	"17,477"
Yes	"17,530"
Yes	"17,531"
Yes	"17,542"
Yes	"19,898"
No	"20,022"
Yes	"19,916"
No	754
No	824
Yes	"20,053"
Yes	"20,054"
Yes	"20,062"
No	100
Yes	791
No	"16,479"
Yes	"16,483"
Yes	"16,492"
No	800
No	803
No	"20,029"
No	374
No	570
Yes	"20,038"
No	"13,808"
Yes	"2,051"
No	"4,636"
Yes	"4,599"
No	"20,075"
Yes	"15,457"
Yes	"15,456"
Yes	"15,516"
Yes	"15,525"
Yes	"15,584"
Yes	371
No	"15,835"
Yes	"15,839"
Yes	"15,847"
No	"15,909"
No	"15,091"
No	"15,141"
No	"15,120"
No	"15,135"
No	"15,136"
No	"1,020"
Yes	"1,028"
Yes	"1,036"
Yes	"15,326"
No	11
Yes	"18,638"
Yes	"18,843"
Yes	"18,844"
Yes	329
Yes	"11,111"
Yes	77
Yes	80
Yes	"11,127"
Yes	"14,890"
Yes	"16,091"
No	"16,141"
No	"16,165"
No	"1,892"
No	"1,894"
No	"1,897"
Yes	907
Yes	"18,382"
Yes	908
Yes	"18,391"
Yes	"16,201"
Yes	"17,957"
Yes	"17,975"
Yes	"17,979"
Yes	"18,108"
Yes	"17,984"
Yes	"18,096"
Yes	827
Yes	"18,012"
Yes	"18,036"
Yes	"18,146"
Yes	"4,366"
Yes	"13,021"
No	900
Yes	"18,404"
No	"18,408"
No	90
Yes	"18,411"
Yes	"18,414"
Yes	"21,215"
Yes	"17,882"
Yes	"18,008"
Yes	"18,163"
Yes	"18,166"
Yes	"18,214"
Yes	"16,469"
No	"18,855"
Yes	"18,857"
Yes	"18,869"
Yes	"18,873"
No	"18,909"
Yes	"18,910"
Yes	"15,458"
Yes	"15,507"
Yes	"15,557"
Yes	"15,585"
Yes	"15,591"
Yes	235
Yes	"18,892"
Yes	"18,894"
Yes	"18,896"
Yes	"15,620"
Yes	242
Yes	"18,899"
Yes	"18,904"
Yes	"18,905"
No	"19,924"
Yes	"14,837"
No	"18,710"
No	"18,711"
No	"18,718"
No	997
No	314
Yes	279
Yes	287
Yes	4
Yes	"20,379"
No	"20,397"
Yes	"20,398"
Yes	"16,190"
Yes	"16,195"
Yes	"6,111"
No	"15,536"
Yes	"15,563"
Yes	"2,669"
Yes	"2,676"
No	49
Yes	"3,030"
Yes	"3,033"
Yes	"2,654"
Yes	"3,064"
Yes	"3,069"
Yes	"3,031"
Yes	"3,055"
No	"17,203"
Yes	"17,205"
No	"1,263"
No	"1,275"
Yes	"17,161"
No	"12,323"
No	"16,066"
Yes	"15,014"
No	"15,023"
Yes	"15,033"
Yes	"17,762"
Yes	"17,763"
Yes	"1,066"
Yes	"18,548"
No	"1,257"
No	"1,259"
Yes	"14,909"
Yes	"15,039"
Yes	"15,040"
Yes	"11,103"
Yes	"6,447"
Yes	"17,683"
No	"17,689"
Yes	"13,798"
No	"13,830"
Yes	"17,779"
Yes	"8,928"
Yes	"17,725"
Yes	"17,745"
No	"1,132"
Yes	"17,782"
Yes	"17,785"
Yes	"17,729"
Yes	"1,235"
No	"1,240"
No	"1,243"
Yes	"17,623"
Yes	"17,640"
Yes	"17,645"
Yes	"17,708"
Yes	"19,279"
Yes	"1,115"
No	"1,116"
Yes	"18,178"
No	"1,130"
No	"16,417"
No	"1,082"
No	"1,083"
No	"1,096"
Yes	"17,150"
Yes	"17,151"
Yes	"17,448"
Yes	"17,488"
Yes	"17,490"
Yes	"6,426"
Yes	"17,507"
No	"17,512"
Yes	"1,013"
No	998
Yes	106
Yes	"1,016"
Yes	986
Yes	"17,189"
Yes	"17,192"
No	955
Yes	"17,167"
No	"1,288"
Yes	"5,598"
Yes	"5,600"
Yes	"20,596"
Yes	"13,115"
Yes	"8,986"
Yes	"20,515"
Yes	"9,359"
Yes	"20,794"
Yes	"20,797"
No	"20,829"
Yes	"20,836"
Yes	"20,808"
Yes	"20,822"
Yes	"20,678"
No	"20,687"
Yes	"20,691"
Yes	"20,748"
Yes	"20,753"
Yes	"20,759"
Yes	"3,566"
Yes	"20,671"
Yes	"20,672"
Yes	"20,587"
No	"13,520"
Yes	"6,255"
No	"20,559"
Yes	"9,933"
No	"18,968"
No	"18,971"
Yes	"20,993"
Yes	"21,005"
Yes	"21,010"
Yes	"21,017"
Yes	"20,702"
No	"23,078"
Yes	"23,670"
Yes	"23,910"
Yes	"23,917"
Yes	"23,919"
Yes	"23,920"
Yes	"23,921"
Yes	"23,595"
Yes	"23,614"
Yes	"23,634"
Yes	"23,656"
No	"21,656"
Yes	"21,678"
No	459
Yes	"20,486"
Yes	"20,493"
Yes	"20,444"
Yes	"20,448"
Yes	"5,646"
Yes	"20,455"
No	"20,928"
Yes	"20,935"
Yes	"20,940"
Yes	"20,911"
Yes	"20,919"
Yes	"20,922"
Yes	"20,859"
Yes	"20,863"
Yes	"20,880"
Yes	"20,885"
Yes	"20,893"
Yes	"4,334"
Yes	"20,602"
Yes	"20,855"
Yes	"20,600"
Yes	"20,547"
Yes	"20,591"
Yes	"20,962"
Yes	"20,961"
Yes	"23,692"
Yes	"23,694"
Yes	"9,349"
Yes	"9,380"
Yes	"21,355"
Yes	"21,362"
Yes	"22,123"
Yes	"22,124"
No	"21,951"
Yes	"21,369"
Yes	"21,374"
Yes	"21,387"
Yes	"21,388"
Yes	"21,392"
Yes	"21,401"
Yes	"21,426"
Yes	"21,439"
Yes	"21,443"
Yes	"21,446"
Yes	"21,488"
Yes	"21,457"
Yes	"21,478"
No	"20,563"
Yes	"20,569"
No	"20,571"
Yes	"20,576"
Yes	"22,098"
Yes	"22,102"
Yes	"22,106"
Yes	"22,112"
No	"21,282"
Yes	"21,286"
Yes	"21,291"
Yes	"21,294"
Yes	"21,299"
Yes	"21,311"
Yes	"21,313"
Yes	"21,318"
Yes	"14,958"
Yes	"21,321"
Yes	"21,326"
Yes	"21,327"
Yes	"21,352"
Yes	"19,078"
Yes	"19,120"
Yes	"19,121"
Yes	"20,543"
Yes	"20,533"
Yes	"21,256"
Yes	"10,185"
Yes	"3,826"
Yes	"20,644"
Yes	"21,487"
Yes	"1,006"
Yes	"1,081"
No	"21,975"
Yes	"21,995"
Yes	"22,002"
Yes	"22,015"
Yes	"22,021"
Yes	"22,026"
Yes	"21,244"
No	"22,032"
Yes	"21,809"
Yes	"21,810"
Yes	"21,819"
Yes	"21,868"
Yes	"21,877"
Yes	"21,511"
Yes	"21,516"
Yes	"21,895"
Yes	"21,901"
Yes	"21,909"
Yes	"21,910"
Yes	"21,924"
Yes	"22,040"
Yes	"22,046"
Yes	"22,066"
Yes	"22,125"
Yes	"22,220"
Yes	"22,227"
Yes	"22,233"
Yes	"22,238"
Yes	"21,579"
Yes	"21,582"
Yes	"21,585"
Yes	"21,603"
Yes	"22,243"
Yes	"22,246"
Yes	"22,250"
Yes	"22,255"
Yes	"22,260"
Yes	"22,272"
Yes	"22,274"
Yes	"22,275"
Yes	"21,763"
Yes	"22,299"
Yes	"22,302"
No	"22,206"
Yes	"22,324"
Yes	"22,333"
Yes	"22,352"
Yes	"21,493"
Yes	"21,505"
Yes	"21,525"
Yes	"22,134"
No	"22,142"
Yes	"22,143"
Yes	"22,145"
Yes	"22,150"
Yes	"22,151"
No	"22,174"
Yes	"22,179"
Yes	"21,545"
Yes	"21,553"
Yes	"21,559"
Yes	"21,570"
Yes	"22,186"
Yes	"22,199"
Yes	"22,203"
No	"21,686"
Yes	"22,218"
Yes	"21,596"
Yes	"21,672"
Yes	"21,683"
Yes	"21,706"
Yes	"21,708"
Yes	"21,709"
Yes	"21,716"
Yes	"21,720"
Yes	"21,727"
Yes	"21,733"
Yes	"21,783"
Yes	"21,785"
Yes	"21,790"
Yes	"22,630"
Yes	"22,640"
Yes	"22,642"
Yes	"22,673"
Yes	"22,679"
Yes	"22,718"
Yes	"22,726"
Yes	"22,731"
Yes	"22,444"
No	"22,448"
Yes	"22,462"
Yes	"22,463"
Yes	"22,465"
No	"22,475"
Yes	"22,504"
Yes	"22,528"
No	"22,547"
Yes	"22,548"
Yes	"22,569"
Yes	"22,589"
Yes	"22,402"
Yes	"23,740"
Yes	"23,761"
Yes	"23,772"
Yes	"23,778"
Yes	"23,784"
No	"23,786"
Yes	"23,787"
Yes	"23,793"
Yes	"23,795"
Yes	"23,797"
Yes	"23,800"
Yes	"22,709"
Yes	"22,778"
Yes	"22,779"
Yes	"22,782"
No	"22,786"
Yes	"22,793"
Yes	"22,817"
Yes	"22,821"
Yes	"22,834"
Yes	"22,836"
Yes	"22,855"
Yes	"23,807"
No	"23,379"
No	"23,381"
Yes	"22,913"
Yes	"23,389"
Yes	"23,411"
Yes	"23,833"
Yes	"23,938"
Yes	"22,864"
No	"22,871"
Yes	"22,873"
Yes	"22,875"
Yes	"22,877"
No	"22,890"
Yes	"22,898"
Yes	"22,899"
Yes	"22,906"
Yes	"22,917"
Yes	"22,945"
Yes	"22,946"
No	"22,954"
Yes	"22,960"
No	"22,970"
Yes	"22,978"
Yes	"23,944"
Yes	"23,954"
Yes	"23,962"
Yes	"23,966"
Yes	"23,969"
Yes	"23,940"
No	"23,943"
Yes	"23,992"
Yes	"23,931"
No	"24,009"
Yes	"24,024"
Yes	"24,032"
Yes	"24,035"
Yes	"23,359"
Yes	"23,366"
Yes	"23,725"
Yes	"23,726"
Yes	"22,992"
Yes	"23,001"
Yes	"23,003"
Yes	"23,004"
Yes	"23,006"
No	"23,036"
Yes	"23,044"
Yes	174
Yes	"23,127"
Yes	"23,131"
Yes	"23,136"
Yes	"23,149"
No	"23,153"
Yes	"23,161"
Yes	"23,163"
No	"23,169"
No	"23,178"
No	"23,186"
No	"23,188"
Yes	"23,952"
Yes	"23,953"
No	"23,290"
Yes	"23,999"
Yes	"24,011"
Yes	"23,951"
Yes	"24,018"
Yes	"23,405"
Yes	"23,409"
Yes	"23,415"
Yes	"23,840"
Yes	"23,842"
Yes	"23,844"
Yes	"23,848"
Yes	"23,348"
Yes	"23,861"
Yes	"23,862"
Yes	"23,874"
Yes	"23,876"
Yes	"23,892"
Yes	"23,896"
No	"23,901"
No	"23,192"
No	"23,257"
Yes	"23,260"
Yes	"23,261"
No	"23,203"
No	"23,211"
No	"23,220"
Yes	"23,228"
No	"23,236"
Yes	"23,239"
Yes	"23,252"
Yes	"23,255"
No	"23,258"
Yes	"23,335"
Yes	"23,336"
Yes	"23,346"
Yes	"23,442"
Yes	"23,483"
Yes	"23,484"
Yes	"23,490"
Yes	"23,493"
Yes	"23,508"
Yes	"23,509"
Yes	"23,510"
Yes	"23,512"
Yes	"23,525"
Yes	"23,526"
Yes	"23,530"
Yes	"23,549"
Yes	"23,557"
Yes	"23,564"
Yes	"23,576"
No	"23,067"
No	"22,647"
Yes	"22,659"
No	"22,689"
Yes	"22,691"
Yes	"22,692"
Yes	"22,190"
Yes	"22,168"
No	"22,396"
Yes	"22,413"
Yes	"22,422"
Yes	"23,698"
No	"23,708"
No	"24,063"
Yes	"24,072"
Yes	"24,106"
Yes	"24,107"
No	"24,108"
Yes	"24,109"
Yes	"24,116"
No	"24,117"
Yes	"24,119"
Yes	"24,121"
Yes	"24,123"
Yes	"24,146"
Yes	"24,145"
Yes	"24,138"
Yes	"24,169"
Yes	"24,151"
Yes	"24,150"
Yes	"24,147"
Yes	"24,165"
Yes	"24,144"
Yes	"24,143"
Yes	"24,090"
Yes	"24,133"
Yes	"24,171"
Yes	"24,166"
Yes	"24,141"
Yes	"24,168"
Yes	"24,089"
Yes	"24,164"
Yes	"24,153"
Yes	"24,134"
Yes	"24,170"
No	"24,136"
Yes	"24,163"
Yes	"24,155"
Yes	"24,091"
Yes	"24,131"
Yes	"24,167"
Yes	"24,162"
Yes	"24,152"
Yes	"24,159"
Yes	"24,157"
Yes	"24,149"
Yes	"24,154"
Yes	"24,135"
Yes	"24,140"
Yes	"24,158"
Yes	"24,142"
Yes	"24,094"
Yes	"24,092"
Yes	"24,137"
Yes	"24,139"
Yes	"24,156"
Yes	"24,148"
Yes	"24,095"
Yes	"24,093"
Yes	"24,088"
Yes	"24,130"
Yes	"24,129"
Yes	"24,172"
Yes	"24,231"
Yes	"24,225"
Yes	"24,198"
Yes	"24,188"
Yes	"24,176"
Yes	"24,191"
Yes	"24,208"
Yes	"24,189"
Yes	"24,230"
Yes	"24,213"
Yes	"24,197"
Yes	"24,206"
Yes	"24,228"
Yes	"24,216"
Yes	"24,187"
Yes	"24,183"
No	"24,175"
Yes	"24,223"
Yes	"24,215"
Yes	"24,210"
Yes	"24,204"
Yes	"24,179"
Yes	"24,177"
Yes	"24,232"
Yes	"24,236"
Yes	"24,233"
Yes	"24,234"
Yes	"24,219"
Yes	"24,182"
Yes	"24,217"
Yes	"24,181"
Yes	"24,178"
Yes	"24,194"
Yes	"24,218"
Yes	"24,180"
Yes	"24,237"
Yes	"24,235"
Yes	"24,220"
Yes	"24,203"
Yes	"24,227"
Yes	"24,195"
Yes	"24,192"
Yes	"24,224"
Yes	"24,190"
Yes	"24,214"
Yes	"24,226"
Yes	"24,202"
Yes	"24,211"
Yes	"24,199"
Yes	"24,200"
Yes	"24,186"
Yes	"24,185"
Yes	"24,222"
Yes	"24,205"
Yes	"24,229"
Yes	"24,184"
Yes	"24,212"
No	"24,209"
Yes	"24,196"
Yes	"24,193"
Yes	"24,221"
Yes	"24,201"
Yes	"24,302"
Yes	"24,291"
Yes	"24,251"
Yes	"24,240"
Yes	"24,248"
Yes	"24,247"
Yes	"24,243"
Yes	"24,289"
Yes	"24,259"
Yes	"24,271"
No	"24,269"
Yes	"24,288"
Yes	"24,300"
Yes	"24,280"
Yes	"24,275"
Yes	"24,294"
Yes	"24,286"
Yes	"24,261"
Yes	"24,242"
Yes	"24,292"
Yes	"24,279"
Yes	"24,254"
Yes	"24,252"
Yes	"24,281"
Yes	"24,285"
Yes	"24,299"
Yes	"24,290"
Yes	"24,253"
Yes	"24,282"
Yes	"24,266"
Yes	"24,238"
Yes	"24,255"
Yes	"24,260"
Yes	"24,296"
Yes	"24,295"
Yes	"24,287"
Yes	"24,241"
Yes	"24,239"
Yes	"24,273"
No	"24,276"
No	"24,270"
Yes	"24,245"
Yes	"24,244"
Yes	"24,297"
Yes	"24,257"
Yes	"24,304"
Yes	"24,303"
Yes	"24,258"
Yes	"24,249"
Yes	"24,246"
Yes	"24,301"
Yes	"24,298"
Yes	"24,277"
Yes	"24,264"
Yes	"24,293"
Yes	"24,250"
Yes	"24,272"
Yes	"24,263"
Yes	"24,256"
Yes	"24,283"
No	"24,268"
Yes	"24,284"
Yes	"24,274"
Yes	"24,262"
Yes	"24,265"
Yes	"24,568"
Yes	"24,337"
Yes	"24,308"
Yes	"24,359"
Yes	"24,462"
Yes	"24,493"
Yes	"24,543"
Yes	"24,326"
Yes	"24,416"
Yes	"24,432"
Yes	"24,459"
Yes	"24,488"
Yes	"24,502"
Yes	"24,517"
Yes	"24,518"
Yes	"24,526"
Yes	"24,547"
No	"24,548"
Yes	"24,583"
Yes	"24,334"
Yes	"24,418"
Yes	"24,504"
Yes	"24,540"
Yes	"24,353"
Yes	"24,369"
Yes	"24,413"
Yes	"24,484"
Yes	"24,560"
Yes	"24,561"
Yes	"24,589"
Yes	"24,323"
Yes	"24,340"
Yes	"24,349"
Yes	"24,457"
Yes	"24,461"
Yes	"24,595"
Yes	"24,593"
Yes	"24,571"
Yes	"24,433"
Yes	"24,439"
Yes	"24,475"
No	"24,483"
Yes	"24,562"
Yes	"24,341"
Yes	"24,344"
Yes	"24,355"
Yes	"24,460"
Yes	"24,520"
Yes	"24,524"
Yes	"24,313"
Yes	"24,315"
Yes	"24,412"
Yes	"24,434"
Yes	"24,456"
Yes	"24,465"
Yes	"24,497"
Yes	"24,498"
Yes	"24,511"
Yes	"24,519"
Yes	"24,573"
Yes	"24,577"
Yes	"24,585"
Yes	"24,602"
Yes	"24,312"
Yes	"24,317"
Yes	"24,321"
Yes	"24,435"
Yes	"24,468"
Yes	"24,473"
Yes	"24,486"
Yes	"24,490"
Yes	"24,503"
Yes	"24,471"
Yes	"24,514"
Yes	"24,539"
Yes	"24,579"
Yes	"24,594"
Yes	"24,332"
Yes	"24,414"
Yes	"24,422"
Yes	"24,441"
Yes	"24,536"
Yes	"24,310"
No	"24,591"
Yes	"24,314"
Yes	"24,336"
No	"24,350"
Yes	"24,360"
Yes	"24,370"
Yes	"24,449"
Yes	"24,516"
Yes	"24,552"
Yes	"24,575"
Yes	"24,371"
Yes	"24,481"
Yes	"24,482"
Yes	"24,592"
Yes	"24,574"
Yes	"24,408"
Yes	"24,425"
Yes	"24,454"
Yes	"24,476"
No	"24,480"
Yes	"24,495"
Yes	"24,499"
Yes	"24,596"
Yes	"24,578"
Yes	"24,603"
Yes	"24,406"
Yes	"24,533"
Yes	"24,553"
Yes	"24,320"
Yes	"24,322"
Yes	"24,364"
Yes	"24,430"
Yes	"24,436"
Yes	"24,438"
Yes	"24,458"
Yes	"24,485"
Yes	"24,496"
Yes	"24,507"
Yes	"24,515"
Yes	"24,522"
Yes	"24,531"
Yes	"24,556"
Yes	"24,342"
Yes	"24,419"
Yes	"24,474"
No	"24,489"
Yes	"24,549"
Yes	"24,597"
Yes	"24,598"
Yes	"24,586"
Yes	"24,431"
Yes	"24,442"
Yes	"24,451"
Yes	"24,477"
Yes	"24,478"
Yes	"24,501"
Yes	"24,599"
Yes	"24,327"
No	"24,354"
Yes	"24,415"
Yes	"24,530"
Yes	"24,319"
Yes	"24,335"
Yes	"24,363"
Yes	"24,424"
Yes	"24,443"
Yes	"24,444"
No	"24,505"
Yes	"24,528"
Yes	"24,550"
Yes	"24,551"
Yes	"24,348"
Yes	"24,557"
Yes	"24,580"
Yes	"24,606"
Yes	"24,343"
No	"24,358"
Yes	"24,367"
Yes	"24,410"
Yes	"24,487"
Yes	"24,510"
No	"24,610"
Yes	"24,366"
Yes	"24,466"
Yes	"24,491"
Yes	"24,453"
Yes	"24,316"
Yes	"24,333"
Yes	"24,339"
No	"24,368"
Yes	"24,437"
Yes	"24,464"
Yes	"24,469"
Yes	"24,500"
Yes	"24,506"
Yes	"24,508"
Yes	"24,532"
Yes	"24,535"
Yes	"24,542"
No	"24,576"
Yes	"24,581"
Yes	"24,584"
Yes	"24,601"
Yes	"24,324"
Yes	"24,328"
Yes	"24,352"
Yes	"24,467"
Yes	"24,470"
Yes	"24,541"
Yes	"24,558"
No	"24,559"
Yes	"24,331"
Yes	"24,362"
Yes	"24,365"
Yes	"24,417"
Yes	"24,427"
Yes	"24,472"
Yes	"24,523"
Yes	"24,545"
Yes	"24,338"
Yes	"24,356"
Yes	"24,445"
Yes	"24,455"
Yes	"24,512"
Yes	"24,537"
Yes	"24,309"
Yes	"24,318"
Yes	"24,325"
Yes	"24,329"
Yes	"24,345"
Yes	"24,361"
Yes	"24,411"
Yes	"24,420"
Yes	"24,463"
Yes	"24,479"
Yes	"24,492"
Yes	"24,525"
Yes	"24,582"
Yes	"24,590"
Yes	"24,448"
Yes	"24,351"
Yes	"24,407"
Yes	"24,509"
Yes	"24,529"
Yes	"24,346"
Yes	"24,347"
Yes	"24,423"
Yes	"24,450"
Yes	"24,494"
Yes	"24,538"
Yes	"24,544"
Yes	"24,546"
Yes	"24,572"
Yes	"24,604"
Yes	"24,605"
Yes	"24,521"
Yes	"24,311"
Yes	"24,330"
Yes	"24,357"
Yes	"24,421"
Yes	"24,426"
Yes	"24,428"
Yes	"24,429"
Yes	"24,446"
No	"24,447"
Yes	"24,452"
Yes	"24,513"
Yes	"24,527"
Yes	"24,554"
Yes	"24,555"
Yes	"24,570"
Yes	"24,587"
Yes	"24,588"
Yes	"24,600"
No	"24,608"
Yes	"24,646"
Yes	"24,711"
Yes	"24,710"
Yes	"24,703"
Yes	"24,707"
Yes	"24,683"
Yes	"24,722"
Yes	"24,696"
Yes	"24,686"
Yes	"24,678"
Yes	"24,675"
Yes	"24,671"
Yes	"24,667"
Yes	"24,702"
Yes	"24,641"
Yes	"24,633"
Yes	"24,715"
Yes	"24,697"
Yes	"24,699"
Yes	"24,643"
Yes	"24,636"
No	"24,618"
No	"24,612"
Yes	"24,730"
Yes	"24,680"
Yes	"24,670"
Yes	"24,619"
Yes	"24,688"
Yes	"24,627"
Yes	"24,614"
Yes	"24,731"
Yes	"24,720"
Yes	"24,690"
Yes	"24,669"
Yes	"24,632"
Yes	"24,624"
Yes	"24,718"
Yes	"24,684"
Yes	"24,674"
Yes	"24,712"
Yes	"24,626"
Yes	"24,728"
Yes	"24,724"
Yes	"24,700"
Yes	"24,628"
Yes	"24,625"
Yes	"24,681"
Yes	"24,723"
No	"24,695"
Yes	"24,705"
Yes	"24,721"
Yes	"24,717"
Yes	"24,666"
Yes	"24,727"
Yes	"24,706"
Yes	"24,631"
Yes	"24,634"
Yes	"24,701"
Yes	"24,713"
Yes	"24,685"
Yes	"24,693"
Yes	"24,682"
Yes	"24,672"
Yes	"24,676"
Yes	"24,679"
Yes	"24,664"
Yes	"24,638"
Yes	"24,708"
Yes	"24,691"
Yes	"24,725"
Yes	"24,714"
No	"24,692"
Yes	"24,642"
Yes	"24,698"
Yes	"24,665"
Yes	"24,615"
Yes	"24,729"
Yes	"24,704"
Yes	"24,694"
Yes	"24,662"
Yes	"24,637"
Yes	"24,663"
Yes	"24,640"
Yes	"24,687"
Yes	"24,673"
Yes	"24,668"
Yes	"24,630"
Yes	"24,616"
Yes	"24,644"
Yes	"24,629"
Yes	"24,719"
Yes	"24,716"
Yes	"24,677"
Yes	"24,639"
Yes	"24,689"
Yes	"24,620"
Yes	"24,617"
Yes	"24,726"
Yes	"24,950"
No	"24,934"
Yes	"24,927"
Yes	"24,925"
Yes	"24,923"
Yes	"24,904"
Yes	"24,898"
Yes	"24,880"
Yes	"24,867"
Yes	"24,824"
Yes	"24,801"
Yes	"24,796"
Yes	"24,983"
Yes	"24,959"
Yes	"24,924"
Yes	"24,878"
Yes	"24,877"
Yes	"24,873"
Yes	"24,863"
Yes	"24,841"
Yes	"24,837"
Yes	"24,798"
Yes	"24,782"
Yes	"24,754"
Yes	"24,939"
Yes	"24,855"
No	"24,936"
Yes	"24,926"
Yes	"24,920"
No	"24,909"
No	"24,906"
Yes	"24,888"
No	"24,843"
Yes	"24,833"
Yes	"24,809"
Yes	"24,808"
Yes	"24,795"
Yes	"24,793"
Yes	"24,763"
Yes	"24,761"
Yes	"24,759"
Yes	"24,747"
Yes	"24,961"
Yes	"24,960"
Yes	"24,965"
No	"24,944"
No	"24,922"
Yes	"24,891"
Yes	"24,864"
Yes	"24,862"
Yes	"24,832"
Yes	"24,830"
Yes	"24,786"
Yes	"24,757"
Yes	"24,756"
Yes	"24,749"
Yes	"24,745"
Yes	"24,955"
Yes	"24,915"
Yes	"24,896"
Yes	"24,817"
Yes	"24,978"
No	"24,976"
No	"24,968"
Yes	"24,857"
Yes	"24,856"
Yes	"24,792"
Yes	"24,778"
Yes	"24,765"
Yes	"24,760"
No	"24,943"
Yes	"24,899"
Yes	"24,825"
Yes	"24,818"
Yes	"24,815"
No	"24,746"
No	"24,738"
No	"24,972"
Yes	"24,938"
Yes	"24,916"
Yes	"24,890"
No	"24,743"
Yes	"24,949"
No	"24,942"
Yes	"24,903"
Yes	"24,868"
Yes	"24,849"
Yes	"24,848"
Yes	"24,781"
Yes	"24,780"
	"24,767"
Yes	"24,753"
No	"24,982"
Yes	"24,966"
No	"24,945"
No	"24,933"
Yes	"24,921"
Yes	"24,913"
Yes	"24,885"
Yes	"24,829"
Yes	"24,823"
Yes	"24,806"
Yes	"24,783"
Yes	"24,762"
Yes	"24,980"
Yes	"24,953"
Yes	"24,951"
Yes	"24,919"
Yes	"24,908"
Yes	"24,838"
Yes	"24,814"
Yes	"24,805"
Yes	"24,803"
Yes	"24,800"
Yes	"24,799"
Yes	"24,797"
Yes	"24,779"
Yes	"24,766"
No	"24,734"
Yes	"24,819"
Yes	"24,958"
No	"24,932"
No	"24,900"
Yes	"24,897"
Yes	"24,889"
Yes	"24,859"
Yes	"24,853"
Yes	"24,850"
Yes	"24,784"
Yes	"24,750"
Yes	"24,952"
No	"24,941"
Yes	"24,929"
Yes	"24,812"
No	"24,981"
Yes	"24,979"
Yes	"24,967"
Yes	"24,964"
Yes	"24,940"
Yes	"24,905"
Yes	"24,866"
Yes	"24,865"
No	"24,846"
Yes	"24,788"
Yes	"24,768"
